organic_insights_live_0_title,organic_insights_live_0_string_map_data_start_time_href,organic_insights_live_0_string_map_data_start_time_value,organic_insights_live_0_string_map_data_start_time_timestamp,organic_insights_live_0_string_map_data_duration_href,organic_insights_live_0_string_map_data_duration_value,organic_insights_live_0_string_map_data_duration_timestamp,organic_insights_live_0_string_map_data_accounts_reached_href,organic_insights_live_0_string_map_data_accounts_reached_value,organic_insights_live_0_string_map_data_accounts_reached_timestamp,organic_insights_live_0_string_map_data_peak_concurrent_viewers_href,organic_insights_live_0_string_map_data_peak_concurrent_viewers_value,organic_insights_live_0_string_map_data_peak_concurrent_viewers_timestamp,organic_insights_live_0_string_map_data_comments_href,organic_insights_live_0_string_map_data_comments_value,organic_insights_live_0_string_map_data_comments_timestamp,organic_insights_live_0_string_map_data_shares_href,organic_insights_live_0_string_map_data_shares_value,organic_insights_live_0_string_map_data_shares_timestamp,unique_id,organic_insights_live_0_string_map_data_start_time_href_year,organic_insights_live_0_string_map_data_start_time_href_month,organic_insights_live_0_string_map_data_start_time_href_day,organic_insights_live_0_string_map_data_start_time_href_weekday,organic_insights_live_0_string_map_data_start_time_href_hour,organic_insights_live_0_string_map_data_start_time_value_year,organic_insights_live_0_string_map_data_start_time_value_month,organic_insights_live_0_string_map_data_start_time_value_day,organic_insights_live_0_string_map_data_start_time_value_weekday,organic_insights_live_0_string_map_data_start_time_value_hour,organic_insights_live_0_string_map_data_start_time_timestamp_year,organic_insights_live_0_string_map_data_start_time_timestamp_month,organic_insights_live_0_string_map_data_start_time_timestamp_day,organic_insights_live_0_string_map_data_start_time_timestamp_weekday,organic_insights_live_0_string_map_data_start_time_timestamp_hour,organic_insights_live_0_string_map_data_duration_timestamp_year,organic_insights_live_0_string_map_data_duration_timestamp_month,organic_insights_live_0_string_map_data_duration_timestamp_day,organic_insights_live_0_string_map_data_duration_timestamp_weekday,organic_insights_live_0_string_map_data_duration_timestamp_hour,organic_insights_live_0_string_map_data_accounts_reached_timestamp_year,organic_insights_live_0_string_map_data_accounts_reached_timestamp_month,organic_insights_live_0_string_map_data_accounts_reached_timestamp_day,organic_insights_live_0_string_map_data_accounts_reached_timestamp_weekday,organic_insights_live_0_string_map_data_accounts_reached_timestamp_hour,organic_insights_live_0_string_map_data_peak_concurrent_viewers_timestamp_year,organic_insights_live_0_string_map_data_peak_concurrent_viewers_timestamp_month,organic_insights_live_0_string_map_data_peak_concurrent_viewers_timestamp_day,organic_insights_live_0_string_map_data_peak_concurrent_viewers_timestamp_weekday,organic_insights_live_0_string_map_data_peak_concurrent_viewers_timestamp_hour,organic_insights_live_0_string_map_data_comments_timestamp_year,organic_insights_live_0_string_map_data_comments_timestamp_month,organic_insights_live_0_string_map_data_comments_timestamp_day,organic_insights_live_0_string_map_data_comments_timestamp_weekday,organic_insights_live_0_string_map_data_comments_timestamp_hour,organic_insights_live_0_string_map_data_shares_timestamp_year,organic_insights_live_0_string_map_data_shares_timestamp_month,organic_insights_live_0_string_map_data_shares_timestamp_day,organic_insights_live_0_string_map_data_shares_timestamp_weekday,organic_insights_live_0_string_map_data_shares_timestamp_hour
,,,1970-01-01 00:00:00+00:00,,0,1970-01-01 00:00:00+00:00,0,0,0,,--,1970-01-01 00:00:00+00:00,0,0,0,,--,1970-01-01 00:00:00+00:00,1f889e44e059f6011a0ab3175d465b3f,,,,,,,,,,,1970,1,1,3,0,1970,1,1,3,0,1970,1,1,3,0,1970,1,1,3,0,1970,1,1,3,0,1970,1,1,3,0
