inferred_data_primary_location_0_title,inferred_data_primary_location_0_string_map_data_city_name_href,inferred_data_primary_location_0_string_map_data_city_name_value,inferred_data_primary_location_0_string_map_data_city_name_timestamp,unique_id,inferred_data_primary_location_0_string_map_data_city_name_timestamp_year,inferred_data_primary_location_0_string_map_data_city_name_timestamp_month,inferred_data_primary_location_0_string_map_data_city_name_timestamp_day,inferred_data_primary_location_0_string_map_data_city_name_timestamp_weekday,inferred_data_primary_location_0_string_map_data_city_name_timestamp_hour
,,Cheyyar,1970-01-01 00:00:00+00:00,3d229347cae7232119e200b63cdbfe12,1970,1,1,3,0
