sender_name,timestamp_ms,is_geoblocked_for_viewer,is_unsent_image_by_messenger_kid_parent,content,unique_id,timestamp_ms_year,timestamp_ms_month,timestamp_ms_day,timestamp_ms_weekday,timestamp_ms_hour
KRISHNAKANT,1970-01-01 00:28:39.667365275+00:00,False,False,,5192328fda5f184a4b8da112eb1c7ac9,1970,1,1,3,0
KRISHNAKANT,1970-01-01 00:28:39.667364181+00:00,False,False,You sent a private reply to a comment on your Instagram post.,0e73247896657f4ee90d6686b1099767,1970,1,1,3,0
