settings_notification_preferences_0_string_map_data_channel_value,settings_notification_preferences_0_string_map_data_type_value,settings_notification_preferences_0_string_map_data_value_value,settings_notification_preferences_1_string_map_data_channel_value,settings_notification_preferences_1_string_map_data_type_value,settings_notification_preferences_1_string_map_data_value_value,unique_id
email,MARKETING_EMAIL,ON,push,CLIPS_RECENTLY_UPLOADED,EVERYONE,fb6f5d1ad38ec29b0d2865a6b4c40fe3
