comments_reels_comments_0_string_map_data_comment_value,comments_reels_comments_0_string_map_data_time_timestamp,unique_id,comments_reels_comments_0_string_map_data_time_timestamp_year,comments_reels_comments_0_string_map_data_time_timestamp_month,comments_reels_comments_0_string_map_data_time_timestamp_day,comments_reels_comments_0_string_map_data_time_timestamp_weekday,comments_reels_comments_0_string_map_data_time_timestamp_hour
0,1656343475,9ad92b032e9f66793d8ce34aa420511c,1970,1,1,3,0
