story_activities_quizzes_0_title,story_activities_quizzes_0_string_list_data_0_value,story_activities_quizzes_0_string_list_data_0_timestamp,story_activities_quizzes_1_title,story_activities_quizzes_1_string_list_data_0_value,story_activities_quizzes_1_string_list_data_0_timestamp,story_activities_quizzes_2_title,story_activities_quizzes_2_string_list_data_0_value,story_activities_quizzes_2_string_list_data_0_timestamp,story_activities_quizzes_3_title,story_activities_quizzes_3_string_list_data_0_value,story_activities_quizzes_3_string_list_data_0_timestamp,story_activities_quizzes_4_title,story_activities_quizzes_4_string_list_data_0_value,story_activities_quizzes_4_string_list_data_0_timestamp,unique_id,story_activities_quizzes_0_string_list_data_0_timestamp_year,story_activities_quizzes_0_string_list_data_0_timestamp_month,story_activities_quizzes_0_string_list_data_0_timestamp_day,story_activities_quizzes_0_string_list_data_0_timestamp_weekday,story_activities_quizzes_0_string_list_data_0_timestamp_hour,story_activities_quizzes_1_string_list_data_0_timestamp_year,story_activities_quizzes_1_string_list_data_0_timestamp_month,story_activities_quizzes_1_string_list_data_0_timestamp_day,story_activities_quizzes_1_string_list_data_0_timestamp_weekday,story_activities_quizzes_1_string_list_data_0_timestamp_hour,story_activities_quizzes_2_string_list_data_0_timestamp_year,story_activities_quizzes_2_string_list_data_0_timestamp_month,story_activities_quizzes_2_string_list_data_0_timestamp_day,story_activities_quizzes_2_string_list_data_0_timestamp_weekday,story_activities_quizzes_2_string_list_data_0_timestamp_hour,story_activities_quizzes_3_string_list_data_0_timestamp_year,story_activities_quizzes_3_string_list_data_0_timestamp_month,story_activities_quizzes_3_string_list_data_0_timestamp_day,story_activities_quizzes_3_string_list_data_0_timestamp_weekday,story_activities_quizzes_3_string_list_data_0_timestamp_hour,story_activities_quizzes_4_string_list_data_0_timestamp_year,story_activities_quizzes_4_string_list_data_0_timestamp_month,story_activities_quizzes_4_string_list_data_0_timestamp_day,story_activities_quizzes_4_string_list_data_0_timestamp_weekday,story_activities_quizzes_4_string_list_data_0_timestamp_hour
rohinisilverscr,Option 1,1970-01-01 00:00:01.673671573+00:00,vadivelumemes,Option 2,1970-01-01 00:00:01.655994744+00:00,vadivelumemes,Option 2,1970-01-01 00:00:01.655994733+00:00,vadivelumemes,Option 0,1970-01-01 00:00:01.655994720+00:00,vadivelumemes,Option 0,1970-01-01 00:00:01.655994706+00:00,266248721475cddcf587bd87a1e081a0,1970,1,1,3,0,1970,1,1,3,0,1970,1,1,3,0,1970,1,1,3,0,1970,1,1,3,0
