devices_camera_0_title,devices_camera_0_string_map_data_device_id_href,devices_camera_0_string_map_data_device_id_value,devices_camera_0_string_map_data_device_id_timestamp,devices_camera_0_string_map_data_compression_href,devices_camera_0_string_map_data_compression_value,devices_camera_0_string_map_data_compression_timestamp,devices_camera_0_string_map_data_face_tracker_version_href,devices_camera_0_string_map_data_face_tracker_version_value,devices_camera_0_string_map_data_face_tracker_version_timestamp,devices_camera_0_string_map_data_supported_sdk_versions_href,devices_camera_0_string_map_data_supported_sdk_versions_value,devices_camera_0_string_map_data_supported_sdk_versions_timestamp,unique_id,devices_camera_0_string_map_data_device_id_timestamp_year,devices_camera_0_string_map_data_device_id_timestamp_month,devices_camera_0_string_map_data_device_id_timestamp_day,devices_camera_0_string_map_data_device_id_timestamp_weekday,devices_camera_0_string_map_data_device_id_timestamp_hour,devices_camera_0_string_map_data_compression_timestamp_year,devices_camera_0_string_map_data_compression_timestamp_month,devices_camera_0_string_map_data_compression_timestamp_day,devices_camera_0_string_map_data_compression_timestamp_weekday,devices_camera_0_string_map_data_compression_timestamp_hour,devices_camera_0_string_map_data_face_tracker_version_timestamp_year,devices_camera_0_string_map_data_face_tracker_version_timestamp_month,devices_camera_0_string_map_data_face_tracker_version_timestamp_day,devices_camera_0_string_map_data_face_tracker_version_timestamp_weekday,devices_camera_0_string_map_data_face_tracker_version_timestamp_hour,devices_camera_0_string_map_data_supported_sdk_versions_timestamp_year,devices_camera_0_string_map_data_supported_sdk_versions_timestamp_month,devices_camera_0_string_map_data_supported_sdk_versions_timestamp_day,devices_camera_0_string_map_data_supported_sdk_versions_timestamp_weekday,devices_camera_0_string_map_data_supported_sdk_versions_timestamp_hour
,,5d48eb25abe0b720d1274d75e8d194ce,1970-01-01 00:00:00+00:00,,etc2_compression,1970-01-01 00:00:00+00:00,,14,1970-01-01 00:00:00+00:00,,,1970-01-01 00:00:00+00:00,0fe1ac892a24859ec77d3cb2119ebb70,1970,1,1,3,0,1970,1,1,3,0,1970,1,1,3,0,1970,1,1,3,0
