impressions_history_ads_clicked_0_title,impressions_history_ads_clicked_0_string_list_data_0_timestamp,impressions_history_ads_clicked_1_title,impressions_history_ads_clicked_1_string_list_data_0_timestamp,unique_id,impressions_history_ads_clicked_0_string_list_data_0_timestamp_year,impressions_history_ads_clicked_0_string_list_data_0_timestamp_month,impressions_history_ads_clicked_0_string_list_data_0_timestamp_day,impressions_history_ads_clicked_0_string_list_data_0_timestamp_weekday,impressions_history_ads_clicked_0_string_list_data_0_timestamp_hour,impressions_history_ads_clicked_1_string_list_data_0_timestamp_year,impressions_history_ads_clicked_1_string_list_data_0_timestamp_month,impressions_history_ads_clicked_1_string_list_data_0_timestamp_day,impressions_history_ads_clicked_1_string_list_data_0_timestamp_weekday,impressions_history_ads_clicked_1_string_list_data_0_timestamp_hour
Gate Automation Made Easy,1970-01-01 00:00:01.752482166+00:00,{{product.name | titleize}},1970-01-01 00:00:01.752495481+00:00,7f452d78271cd21b42c44ebdd6d07385,1970,1,1,3,0,1970,1,1,3,0
