impressions_history_recs_hidden_authors_0_title,impressions_history_recs_hidden_authors_0_string_map_data_username_href,impressions_history_recs_hidden_authors_0_string_map_data_username_value,impressions_history_recs_hidden_authors_0_string_map_data_username_timestamp,impressions_history_recs_hidden_authors_0_string_map_data_time_href,impressions_history_recs_hidden_authors_0_string_map_data_time_value,impressions_history_recs_hidden_authors_0_string_map_data_time_timestamp,unique_id,impressions_history_recs_hidden_authors_0_string_map_data_username_timestamp_year,impressions_history_recs_hidden_authors_0_string_map_data_username_timestamp_month,impressions_history_recs_hidden_authors_0_string_map_data_username_timestamp_day,impressions_history_recs_hidden_authors_0_string_map_data_username_timestamp_weekday,impressions_history_recs_hidden_authors_0_string_map_data_username_timestamp_hour,impressions_history_recs_hidden_authors_0_string_map_data_time_href_year,impressions_history_recs_hidden_authors_0_string_map_data_time_href_month,impressions_history_recs_hidden_authors_0_string_map_data_time_href_day,impressions_history_recs_hidden_authors_0_string_map_data_time_href_weekday,impressions_history_recs_hidden_authors_0_string_map_data_time_href_hour,impressions_history_recs_hidden_authors_0_string_map_data_time_value_year,impressions_history_recs_hidden_authors_0_string_map_data_time_value_month,impressions_history_recs_hidden_authors_0_string_map_data_time_value_day,impressions_history_recs_hidden_authors_0_string_map_data_time_value_weekday,impressions_history_recs_hidden_authors_0_string_map_data_time_value_hour,impressions_history_recs_hidden_authors_0_string_map_data_time_timestamp_year,impressions_history_recs_hidden_authors_0_string_map_data_time_timestamp_month,impressions_history_recs_hidden_authors_0_string_map_data_time_timestamp_day,impressions_history_recs_hidden_authors_0_string_map_data_time_timestamp_weekday,impressions_history_recs_hidden_authors_0_string_map_data_time_timestamp_hour
,,vijaytelevision,1970-01-01 00:00:00+00:00,,,1970-01-01 00:00:01.700643643+00:00,ee9353e3a4ed477e9a4da122883b9239,1970,1,1,3,0,,,,,,,,,,,1970,1,1,3,0
