sender_name,timestamp_ms,share_link,is_geoblocked_for_viewer,is_unsent_image_by_messenger_kid_parent,unique_id,timestamp_ms_year,timestamp_ms_month,timestamp_ms_day,timestamp_ms_weekday,timestamp_ms_hour
A B I,1970-01-01 00:28:24.887849050+00:00,https://instagram.com/stories/abi_nanthan_09/3277158130701420993,False,False,dbfb08ef853eae75360162a1ff7e2dd6,1970,1,1,3,0
