uri,creation_timestamp,media_metadata_camera_metadata_has_camera_metadata,title,cross_post_source_source_app,unique_id,creation_timestamp_year,creation_timestamp_month,creation_timestamp_day,creation_timestamp_weekday,creation_timestamp_hour
media/posts/202404/437741428_3820944561552417_8398632319010026173_n_18017814323269625.heic,1970-01-01 00:00:01.712851073+00:00,False,,FB,09e1e98dc0ba1bfb7c7318ab18b93efa,1970,1,1,3,0
media/posts/202404/437859929_791660049562219_8414797836427397896_n_18431738455025457.heic,1970-01-01 00:00:01.712851073+00:00,False,,FB,616f8f928ae5be822e1cf3ae20bc8c4c,1970,1,1,3,0
media/posts/202404/437741149_344343278620647_7276858310012895146_n_17867269143055407.heic,1970-01-01 00:00:01.712851073+00:00,False,,FB,c4578080a2d798052d467697e7feceae,1970,1,1,3,0
