ig_secret_conversations_armadillo_devices_0_device_type,ig_secret_conversations_armadillo_devices_0_device_manufacturer,ig_secret_conversations_armadillo_devices_0_device_model,ig_secret_conversations_armadillo_devices_0_device_os_version,ig_secret_conversations_armadillo_devices_0_last_connected_ip,ig_secret_conversations_armadillo_devices_0_last_active_time,unique_id,ig_secret_conversations_armadillo_devices_0_last_active_time_year,ig_secret_conversations_armadillo_devices_0_last_active_time_month,ig_secret_conversations_armadillo_devices_0_last_active_time_day,ig_secret_conversations_armadillo_devices_0_last_active_time_weekday,ig_secret_conversations_armadillo_devices_0_last_active_time_hour
Igd:Web-302.0.1024760320,Windows,Chrome,10,157.51.125.0,1970-01-01 00:00:01.752585464+00:00,c417b4642bb289ce4e66ed9cd662f158,1970,1,1,3,0
