profile_business_0_title,profile_business_0_string_map_data_business_objectives_href,profile_business_0_string_map_data_business_objectives_value,profile_business_0_string_map_data_business_objectives_timestamp,profile_business_0_string_map_data_business_connection_methods_href,profile_business_0_string_map_data_business_connection_methods_value,profile_business_0_string_map_data_business_connection_methods_timestamp,unique_id,profile_business_0_string_map_data_business_objectives_timestamp_year,profile_business_0_string_map_data_business_objectives_timestamp_month,profile_business_0_string_map_data_business_objectives_timestamp_day,profile_business_0_string_map_data_business_objectives_timestamp_weekday,profile_business_0_string_map_data_business_objectives_timestamp_hour,profile_business_0_string_map_data_business_connection_methods_timestamp_year,profile_business_0_string_map_data_business_connection_methods_timestamp_month,profile_business_0_string_map_data_business_connection_methods_timestamp_day,profile_business_0_string_map_data_business_connection_methods_timestamp_weekday,profile_business_0_string_map_data_business_connection_methods_timestamp_hour
Business Information,,,1970-01-01 00:00:00+00:00,,,1970-01-01 00:00:00+00:00,6ff2b1eba865f58a24864221d0f33c89,1970,1,1,3,0,1970,1,1,3,0
