monetization_eligibility_0_title,monetization_eligibility_0_string_map_data_product_name_href,monetization_eligibility_0_string_map_data_product_name_value,monetization_eligibility_0_string_map_data_product_name_timestamp,monetization_eligibility_0_string_map_data_decision_href,monetization_eligibility_0_string_map_data_decision_value,monetization_eligibility_0_string_map_data_decision_timestamp,monetization_eligibility_0_string_map_data_reason_href,monetization_eligibility_0_string_map_data_reason_value,monetization_eligibility_0_string_map_data_reason_timestamp,unique_id,monetization_eligibility_0_string_map_data_product_name_timestamp_year,monetization_eligibility_0_string_map_data_product_name_timestamp_month,monetization_eligibility_0_string_map_data_product_name_timestamp_day,monetization_eligibility_0_string_map_data_product_name_timestamp_weekday,monetization_eligibility_0_string_map_data_product_name_timestamp_hour,monetization_eligibility_0_string_map_data_decision_timestamp_year,monetization_eligibility_0_string_map_data_decision_timestamp_month,monetization_eligibility_0_string_map_data_decision_timestamp_day,monetization_eligibility_0_string_map_data_decision_timestamp_weekday,monetization_eligibility_0_string_map_data_decision_timestamp_hour,monetization_eligibility_0_string_map_data_reason_timestamp_year,monetization_eligibility_0_string_map_data_reason_timestamp_month,monetization_eligibility_0_string_map_data_reason_timestamp_day,monetization_eligibility_0_string_map_data_reason_timestamp_weekday,monetization_eligibility_0_string_map_data_reason_timestamp_hour
,,BRANDED CONTENT,1970-01-01 00:00:00+00:00,,Eligible,1970-01-01 00:00:00+00:00,,,1970-01-01 00:00:00+00:00,6c63ae756e0a8b5b77ae2b1eeb7bb23d,1970,1,1,3,0,1970,1,1,3,0,1970,1,1,3,0
