subscriptions_muted_story_teaser_creators_0_title,subscriptions_muted_story_teaser_creators_0_string_map_data_muted_creators_href,subscriptions_muted_story_teaser_creators_0_string_map_data_muted_creators_value,subscriptions_muted_story_teaser_creators_0_string_map_data_muted_creators_timestamp,unique_id,subscriptions_muted_story_teaser_creators_0_string_map_data_muted_creators_timestamp_year,subscriptions_muted_story_teaser_creators_0_string_map_data_muted_creators_timestamp_month,subscriptions_muted_story_teaser_creators_0_string_map_data_muted_creators_timestamp_day,subscriptions_muted_story_teaser_creators_0_string_map_data_muted_creators_timestamp_weekday,subscriptions_muted_story_teaser_creators_0_string_map_data_muted_creators_timestamp_hour
,,,1970-01-01 00:00:00+00:00,7db7af2827a46d77f42a6f1ccbefe7f0,1970,1,1,3,0
