sender_name,timestamp_ms,share_link,is_geoblocked_for_viewer,is_unsent_image_by_messenger_kid_parent,unique_id,timestamp_ms_year,timestamp_ms_month,timestamp_ms_day,timestamp_ms_weekday,timestamp_ms_hour
Instagram User,1970-01-01 00:28:28.389654557+00:00,https://instagram.com/stories/gx._.lee/3306315636429762736,False,False,f028701f5a3f4031444312994a893816,1970,1,1,3,0
